PropertyID,VendorID,Address,Size_sf,Available_sf,QuartersTrackedInDatabase,EstimatedCompletionYearQuarter,YearQuarterGroundBroken,BuildingStatusCode,SubPropertyType,buildingName,complex,Latitude,Longitude,CeilingHeight,MarketCode,coords,address_coords,mid_coords
1652897085,2,"301 Cypress Meadow Dr  Pooler, GA 31322",669760,0,7,2024.2,2022.3,UC,W,LIVE OAKS LOGISTICS CENTER BUILDING C, ,32.0731084,-81.2093506,40,SAVANN,"32.0731084,-81.2093506","32.07575858,-81.20442668","32.07443349,-81.20688864"
1652827744,2,"4121 W 91st Pl  Hialeah, FL 33018",226698,0,7,2024.3,2022.2,UC,W,BEACON LOGISTICS PARK - BUILDING D,BEACON LOGISTICS PARK,25.9056968,-80.3672445,36,MIAMI,"25.9056968,-80.3672445","25.9056632,-80.3681623","25.90568,-80.3677034"
1652822818,2,"Bridgeport Blvd  Newnan, GA 30263",1201200,1201200,5,2024.3,2023.3,UC,W,#ERROR!,BRIDGEPORT,33.3129194,-84.7847283,40,ATLANT,"33.3129194,-84.7847283","33.31774249,-84.77847355","33.31533094,-84.78160092"
1652912888,2,"Park 33 @ Lehigh Valley E Rd  Easton, PA 18064",249520,249520,1,2024.3,2023.4,UC,W,--streetnum is:   to   | building name is BUILDING 1, ,40.7350798,-75.2808941,36,ALLENT,"40.7350798,-75.2808941","40.73283289,-75.31048905","40.73395634,-75.29569158"
1652897664,2,"ICC-35   Denton, TX 76207",366926,366926,6,2024.3,2023.2,UC,W,--streetnum is:   to   | building name is BUILDING 2,ICC-35,33.258326,-97.181522,36,DALLAS,"33.258326,-97.181522","33.22983849,-97.17383953","33.24408225,-97.17768076"
1652915472,2,"301 Southwestern Blvd  Coppell, TX 75019",109744,109744,2,2024.4,2023.4,UC,W,BUILDING I,PARK WEST CROSSING - PHASE III,32.94812686,-97.00010828,0,DALLAS,"32.94812686,-97.00010828","32.94812544,-97.00007521","32.94812615,-97.00009175"
1652892468,2,"3221 Lyndon B Johnson Fwy  Dallas, TX 75234",59970,0,2,2025.1,2023.4,UC,W, , ,32.9143053,-96.8695946,32,DALLAS,"32.9143053,-96.8695946","32.91430531,-96.86959467","32.9143053,-96.86959463"
1652884369,2,"5250 Old Louisville Rd  Pooler, GA 31322",55000,0,5,2024.3,2023.2,UC,W,BUILDING 42, ,32.104946,-81.216688,26,SAVANN,"32.104946,-81.216688","32.103338,-81.217893","32.104142,-81.2172905"
1652897300,2,"Oak Fair Blvd   Tampa, FL 33610",27450,0,7,2024.3,2022.3,UC,W,#ERROR!, ,27.9872852,-82.3590914,32,TAMPA,"27.9872852,-82.3590914","27.9871461,-82.3547703","27.98721565,-82.35693085"
1652920773,2,"1215 Imeson Park Blvd  Jacksonville, FL 32218",267280,267280,1,2025.1,2024.1,UC,W, , ,30.4146961,-81.6274161,32,JACKSO,"30.4146961,-81.6274161","30.41469617,-81.62741619","30.41469613,-81.62741615"
1652926997,2,"3331 FM 1173   Denton, TX 76207",269600,269600,1,2025.1,2024.1,UC,W,#ERROR!, ,33.25967356,-97.18807613,32,DALLAS,"33.25967356,-97.18807613","33.25967356,-97.18807613","33.25967356,-97.18807613"
1652815197,2,"9211 Old Pike Way  Upper Marlboro, MD 20772",116500,116500,5,2024.2,2023.2,EX,W, ,9211 OLD PIKE WAY,38.8102852,-76.8444658,28,WASHIN,"38.8102852,-76.8444658","38.810159,-76.8446","38.8102221,-76.8445329"
1652797143,2,"105 Distribution Dr  Mcdonough, GA 30252",262000,0,5,2024.3,2023.1,UC,W, ,KING MILL DISTRIBUTION PARK,33.40066,-84.13795,0,ATLANT,"33.40066,-84.13795","33.400615,-84.13795","33.4006375,-84.13795"
1652905866,2,"875 Gateway Dr  Apex, NC 27523",176571,0,5,2024.4,2023.1,UC,W,BUILDING 2,APEX GATEWAY,35.7481235,-78.9478581,32,RALEIG,"35.7481235,-78.9478581","35.72445214,-78.87155393","35.73628782,-78.90970602"
855885704,2,"11982 Wilton Meadows Ct  Manassas, VA 20109",32102,32102,6,2025.1,2023.1,UC,W, ,VIRGINIA MEADOWS IND PARK,38.768611,-77.554611,23,WASHIN,"38.768611,-77.554611","38.7686056,-77.5541367","38.7686083,-77.55437385"
1652907141,2,"3351 S Wyatt Rd  Midlothian, TX 76065",10000,0,3,2024.2,2023.1,UC,W, , ,32.463683,-97.04179,0,DALLAS,"32.463683,-97.04179","32.463688,-97.041797","32.4636855,-97.0417935"
1652891475,2,"4905 Catron Dr  Dallas, TX 75227",16500,0,1,2024.3,2024.1,UC,W, , ,32.782475,-96.675639,0,DALLAS,"32.782475,-96.675639","32.782475,-96.675639","32.782475,-96.675639"
1652847991,2,"352 Raco Pky  Pendergrass, GA 30567",1017900,1017900,4,2024.4,2023.4,UC,W,BUILDING 2,JACKSON 85 NORTH BUSINESS PARK,34.19757833,-83.60231,40,ATLANT,"34.19757833,-83.60231","34.1975783,-83.60231","34.19757832,-83.60231"
1652875460,2,"Industrial Bypass & W 167 St  New Century, KS 66031",333382,200566,3,2024.4,2023.3,UC,W,#ERROR!,NEW CENTURY COMMERCE CENTER,38.8320041,-94.8733314,36,KANSAS,"38.8320041,-94.8733314","38.82564605,-94.61978278","38.82882507,-94.74655709"
1652915228,2,"TX SH 180 & Boswell Dr  Fort Worth, TX 76112",121740,121740,1,2024.3,2023.3,UC,W,#ERROR!, ,32.7300031,-97.1925397,32,FORTWO,"32.7300031,-97.1925397","32.72908,-97.193321","32.72954155,-97.19293035"
1652882615,2,"15770 S Theden St  Olathe, KS 66062",140264,140264,8,2024.2,2022.2,UC,W,GREAT PLAINS COMMERCE CENTER - BUILDING C, ,38.841235,-94.8308785,32,KANSAS,"38.841235,-94.8308785","38.83489,-94.77973","38.8380625,-94.80530425"
1652918934,2,"2701 S State Highway 121 Busines   Lewisville, TX 75067",50125,50125,2,2024.3,2023.3,UC,W,EDMONDS 121 INTERCHANGE, ,32.9945173,-97.004756,28,DALLAS,"32.9945173,-97.004756","32.99312876,-97.00549304","32.99382303,-97.00512452"
1652913670,2,"4205 Glenview Dr  Haltom City, TX 76117",10000,10000,3,2024.2,2023.3,UC,W, ,GLENVIEW INDUSTRIAL PARK,32.83176531,-97.27284152,24,FORTWO,"32.83176531,-97.27284152","32.832401,-97.284028","32.83208315,-97.27843476"
1652927275,2,"20375 185th ter  Spring Hill, KS 66083",12000,12000,1,2024.2,2023.4,UC,W, , ,38.7915418,-94.8211768,24,KANSAS,"38.7915418,-94.8211768","38.72874452,-94.82076745","38.76014316,-94.82097212"
1652916401,2,"5823 N Graham Rd  Whiteland, IN 46184",175172,175172,3,2024.2,2022.1,UC,W,MOHR LOGISTICS PARK BLDG 3C, ,39.56209636,-86.05693227,32,INDIAN,"39.56209636,-86.05693227","39.56209636,-86.05693227","39.56209636,-86.05693227"
1652912224,2,"515 International Golf Pky  St Augustine, FL 32095",15000,7500,3,2024.3,2023.2,UC,W, , ,30.0075535,-81.4043966,0,JACKSO,"30.0075535,-81.4043966","30.0075535,-81.40439666","30.0075535,-81.40439663"
1652903662,2,"8100 NW 74th St  Medley, FL 33166",100234,100234,5,2024.2,2022.1,UC,W,PALMETTO 74 BUILDING B,PALMETTO 74,25.840408,-80.328905,36,MIAMI,"25.840408,-80.328905","25.840408,-80.328905","25.840408,-80.328905"
1652839153,2,"6596 Columbia Park Dr  Jacksonville, FL 32258",10000,0,7,2024.2,2022.4,UC,W,3,COLUMBIA PARK,30.15825503,-81.53961083,21,JACKSO,"30.15825503,-81.53961083","30.158126,-81.540652","30.15819052,-81.54013141"
1652919393,2,"304 FM 1830   Argyle, TX 76226",36000,36000,2,2024.2,2023.4,UC,W,1,ARGYLE BUSINESS PARK,33.1141168,-97.1357422,19,DALLAS,"33.1141168,-97.1357422","33.1141168,-97.1357422","33.1141168,-97.1357422"
1652927562,2,"22810 Quicksilver Dr  Sterling, VA 20166",29193,29193,1,2024.3,2023.4,UC,W, , ,38.985282,-77.473558,24,WASHIN,"38.985282,-77.473558","38.985282,-77.473558","38.985282,-77.473558"
1652896157,2,"700 Williams Dr  Marietta, GA 30066",16800,0,2,2024.3,2023.4,UC,W, , ,33.991865,-84.5453317,20,ATLANT,"33.991865,-84.5453317","33.991865,-84.5453317","33.991865,-84.5453317"
1652892437,2,"6455 Best Friend Rd  Norcross, GA 30071",453600,0,6,2024.4,2023.2,UC,W, , ,33.917799,-84.226359,40,ATLANT,"33.917799,-84.226359","33.917811,-84.226381","33.917805,-84.22637"
1652861059,2,"CR 550 S & SR 267   Whitestown, IN 46075",550090,0,1,2024.3,2023.3,UC,W,--streetnum is:   to   | building name is PROLOGIS PARK 267 - OPTION 2 - BUILDING 1, ,39.96493,-86.4008476,0,INDIAN,"39.96493,-86.4008476","39.960202,-86.398467","39.962566,-86.3996573"
1652912613,2,"17001 Ditch Rd   Westfield, IN 46074",40000,0,3,2024.2,2023.1,UC,W,#ERROR!, ,40.033371,-86.181111,0,INDIAN,"40.033371,-86.181111","40.033371,-86.181111","40.033371,-86.181111"
1652927057,2,"10671 University Blvd  Manassas, VA 20110",77948,77948,1,2025.1,2024.1,UC,W, , ,38.74887,-77.516049,32,WASHIN,"38.74887,-77.516049","38.74887,-77.51605","38.74887,-77.5160495"
1652896732,2,"1224 Sage Hill Pky  Forney, TX 75126",473397,473397,7,2024.4,2023.2,UC,W,BUILDING 2,GATEWAY CROSSING LOGISTICS PARK,32.7285156,-96.3902671,36,DALLAS,"32.7285156,-96.3902671","32.73186004,-96.39038973","32.73018782,-96.39032841"
1652893190,2,"5424-5402Hangar Court   Tampa, FL 33634",101202,101202,4,2024.2,2023.2,UC,W, , ,27.9986261,-82.5353071,32,TAMPA,"27.9986261,-82.5353071","27.998578,-82.53611","27.99860205,-82.53570855"
1652883483,2,"2680 Gateway Centre Pky  Saint Petersburg, FL 33716",78531,78531,6,2024.2,2022.4,UC,W,BLDG A, ,27.8551704,-82.6664357,32,TAMPA,"27.8551704,-82.6664357","27.855696,-82.668568","27.8554332,-82.66750185"
1652899028,2,"5081 E 100  N Franklin, IN 46131",1119696,1119696,5,2025.1,2022.4,UC,W, ,I-65 SOUTH COMMERCE PARK,39.496055,-86.0062665,40,INDIAN,"39.496055,-86.0062665","39.496055,-86.0062665","39.496055,-86.0062665"
1652901404,2,"1801 N Masch Branch Rd  Denton, TX 76207",40320,40320,6,2024.2,2023.2,UC,W,BUILDING 2,M380 BUSINESS PARK,33.234917,-97.197974,0,DALLAS,"33.234917,-97.197974","33.234917,-97.197974","33.234917,-97.197974"
1652909340,2,"1060 Douglas Hills Rd  Lithia Springs, GA 30122",489416,489416,2,2024.3,2023.3,UC,W,BUILDING 100,DOUGLAS HILLS LOGISTIC CENTER,33.7597381,-84.612681,36,ATLANT,"33.7597381,-84.612681","33.7525339,-84.59097016","33.756136,-84.60182558"
1652874697,2,"501 W Risinger Rd  Fort Worth, TX 76140",655600,655600,4,2025.1,2023.2,EX,W,BUILDING 2,RISINGER SOUTH,32.61409229,-97.33450268,40,FORTWO,"32.61409229,-97.33450268","32.611854,-97.326428","32.61297314,-97.33046534"
1652916003,2,"5640 Eden Rd  Kennedale, TX 76060",10000,0,1,2024.3,2024.1,UC,W, , ,32.632815,-97.198121,0,FORTWO,"32.632815,-97.198121","32.632815,-97.198121","32.632815,-97.198121"
1652902373,2,"11124 Goodnight Ln  Dallas, TX 75229",289564,289564,3,2024.2,2023.2,UC,W,PHASE IV- BUILDING A,CORE35,32.88519121,-96.90188191,32,DALLAS,"32.88519121,-96.90188191","32.88558436,-96.90188565","32.88538779,-96.90188378"
1652812403,2,"21451 NW 47th Ave  Miami Gardens, FL 33055",794230,794230,8,2024.4,2022.2,UC,W,"PHASE II, BUILDING A",BRIDGE POINT COMMERCE CENTER,25.967665,-80.286877,36,MIAMI,"25.967665,-80.286877","25.967443,-80.275272","25.967554,-80.2810745"
1652896537,2,"357 Ballenger Center Dr  Frederick, MD 21703",51940,51940,5,2024.2,2023.1,UC,W,BUILDING D,BALLENGER CREEK BUSINESS CENTER,39.3966633,-77.4263333,0,WASHIN,"39.3966633,-77.4263333","39.3966633,-77.4263333","39.3966633,-77.4263333"
1652901827,2,"1900 Fulenwider Rd  Gainesville, GA 30507",334670,334670,4,2024.4,2023.2,UC,W,GAINESVILLE 85 BUSINESS CENTER- BUILDING 100, ,34.2132757,-83.7796652,36,ATLANT,"34.2132757,-83.7796652","34.2426547,-83.7885405","34.2279652,-83.78410285"
1652923111,2,"2470 Dean Forest Rd  Garden City, GA 31408",170945,0,1,2024.2,2022.2,UC,W, , ,32.11801542,-81.19061029,0,SAVANN,"32.11801542,-81.19061029","32.11801542,-81.19061029","32.11801542,-81.19061029"
1652876759,2,"10301 Philadelphia Rd  White Marsh, MD 21162",34000,34000,2,2024.3,2023.4,UC,W,BLDG H-PHASE I, ,39.372482,-76.440786,20,BALTIM,"39.372482,-76.440786","39.372156,-76.440625","39.372319,-76.4407055"
1652915991,2,"115 Parkway Dr  Rincon, GA 31326",165600,165600,1,2024.2,2023.1,UC,W,B, ,32.243382,-81.198219,0,SAVANN,"32.243382,-81.198219","32.243388,-81.198233","32.243385,-81.198226"
1652903154,2,"Jimmy Deloach Parkway   Bloomingdale, GA 31302",360000,0,2,2024.2,2023.2,UC,W,#ERROR!, ,32.1178293,-81.3167103,36,SAVANN,"32.1178293,-81.3167103","32.1340571,-81.30952215","32.1259432,-81.31311623"
1652915019,2,"401 S Enterprise Blvd  Lebanon, IN 46052",100000,0,3,2024.2,2023.2,UC,W, , ,40.0328993,-86.4848472,0,INDIAN,"40.0328993,-86.4848472","40.0328993,-86.4848472","40.0328993,-86.4848472"
1652894195,2,"12790 International Pky  Dallas, TX 75228",113864,113864,7,2024.2,2022.3,UC,W,BUILDING A,PERIMETER PARK,32.8583914,-96.6593303,32,DALLAS,"32.8583914,-96.6593303","32.857425,-96.658945","32.8579082,-96.65913765"
1652868352,2,"17701 Spring Mill Rd  Westfield, IN 46074",140000,0,4,2024.2,2023.2,UC,W, , ,40.0450178,-86.1641504,0,INDIAN,"40.0450178,-86.1641504","40.043006,-86.162433","40.0440119,-86.1632917"
1652899850,2,"2003 MacArthur Blvd  Grand Prairie, TX 75050",602355,0,6,2025.1,2022.2,UC,W, , ,32.774425,-96.964676,40,DALLAS,"32.774425,-96.964676","32.774471,-96.964979","32.774448,-96.9648275"
1652927474,2,"4560 Excel Pky  Addison, TX 75001",101364,101364,1,2025.1,2024.1,UC,W, , ,32.9781,-96.835735,32,DALLAS,"32.9781,-96.835735","32.9781,-96.835735","32.9781,-96.835735"
1652892512,2,"1039 Cassville White Rd  White, GA 30184",155820,155820,7,2024.2,2022.3,UC,W,BUILDING 1, ,34.2721412,-84.80108675,32,ATLANT,"34.2721412,-84.80108675","34.277033,-84.803133","34.2745871,-84.80210987"
1652890514,2,"401 W Geer St  Durham, NC 27701",30000,0,8,2024.2,2022.2,UC,W, , ,36.003491,-78.900447,0,RALEIG,"36.003491,-78.900447","36.003475,-78.900392","36.003483,-78.9004195"
1652891637,2,"3550 New York Ave  Arlington, TX 76014",201650,201650,6,2024.2,2023.2,UC,W,BUILDING 4,PROLOGIS INTERCHANGE 20,32.6851262,-97.08444,36,FORTWO,"32.6851262,-97.08444","32.687187,-97.081747","32.6861566,-97.0830935"
1652895175,2,"3275 Park of Commerce Blvd  Homestead, FL 33035",79626,79626,1,2024.4,2023.4,UC,W,BUILDING 2,GATEWAY SOUTH DADE,25.4610341,-80.4325012,0,MIAMI,"25.4610341,-80.4325012","25.45549845,-80.4239982","25.45826627,-80.4282497"
1652887795,2,"121 Technology Park   Allen, TX 75013",148542,148542,2,2024.4,2023.4,UC,W,#ERROR!,121 TECHNOLOGY PARK,33.1466004,-96.6666558,32,DALLAS,"33.1466004,-96.6666558","33.13179495,-96.71239407","33.13919767,-96.68952494"
1652909357,2,"1021 Douglas Hills Rd  Lithia Springs, GA 30122",104848,104848,2,2024.4,2023.4,UC,W,BUILDING 300,DOUGLAS HILLS LOGISTIC CENTER,33.75912783,-84.61527083,32,ATLANT,"33.75912783,-84.61527083","33.75912783,-84.61527083","33.75912783,-84.61527083"
1652915183,2,"International Dr  Franklin, IN 46131",30000,0,3,2024.2,2022.1,UC,W,#ERROR!, ,39.519266,-86.064909,0,INDIAN,"39.519266,-86.064909","39.51879695,-86.06787112","39.51903148,-86.06639006"
1652901709,2,"1 Industrial Access Rd  Douglasville, GA 30134",257920,257920,5,2025.1,2023.1,UC,W,ACCESS WEST LOGISTICS CENTER, ,33.7753029,-84.7174038,32,ATLANT,"33.7753029,-84.7174038","33.7771364,-84.71258535","33.77621965,-84.71499457"
1652912650,2,"7800 American Way  Anderson, IN 46013",10000,0,3,2024.2,2023.1,UC,W, , ,40.03544441,-85.64553808,0,INDIAN,"40.03544441,-85.64553808","40.03544441,-85.64553808","40.03544441,-85.64553808"
1652878930,2,"11301 NW 97th Ave  Medley, FL 33178",174400,174400,1,2024.4,2024.1,UC,W, , ,25.8737634,-80.3544515,32,MIAMI,"25.8737634,-80.3544515","25.8737634,-80.3544515","25.8737634,-80.3544515"
1652890370,2,"3798 Hopson Rd  Morrisville, NC 27560",120000,0,8,2024.4,2023.1,UC,W, , ,35.8727648,-78.8691425,0,RALEIG,"35.8727648,-78.8691425","35.8727648,-78.8691425","35.8727648,-78.8691425"
1652918332,2,"350 Logistics Pky  Jackson, GA 30233",250141,250141,2,2024.4,2023.4,UC,W,RIVERPARK 2, ,33.2666422,-84.0925711,32,ATLANT,"33.2666422,-84.0925711","33.26836162,-84.09896009","33.26750191,-84.0957656"
1652906685,2,"Logistics Pky  Jackson, GA 30233",825000,825000,1,2025.1,2024.1,UC,W,--streetnum is:   to   | building name is RIVER PARK BLDG 10, ,33.273577,-84.092198,40,ATLANT,"33.273577,-84.092198","33.26572262,-84.09006603","33.26964981,-84.09113201"
1652869734,2,"115 Parkway Dr  Rincon, GA 31326",151200,151200,6,2024.2,2023.4,UC,W,A, ,32.243673,-81.1983175,32,SAVANN,"32.243673,-81.1983175","32.243388,-81.198233","32.2435305,-81.19827525"
1652912961,2,"61 Toto Creek Park Rd  Dawsonville, GA 30534",11700,11700,3,2024.2,2023.1,UC,W, , ,34.395426,-83.987561,30,ATLANT,"34.395426,-83.987561","34.395432,-83.987565","34.395429,-83.987563"
1652897494,2,"1500 N Mayhill Rd  Denton, TX 76208",91745,91745,2,2024.2,2023.3,UC,W,MAYHILL 380 BUSINESS PARK - BUILDING 2, ,33.21355139,-97.08342433,0,DALLAS,"33.21355139,-97.08342433","33.2313223,-97.0823322","33.22243685,-97.08287827"
1652911371,2,"601 W Pleasant Run Rd  Wilmer, TX 75172",420643,420643,2,2024.3,2023.3,UC,W,INLAND LOGISTICS CENTER, ,32.60389063,-96.70464292,36,DALLAS,"32.60389063,-96.70464292","32.60389063,-96.70464292","32.60389063,-96.70464292"
1652847222,2,"400 Belle Hill Rd  Elkton, MD 21921",50400,0,4,2024.4,2023.2,UC,W,2,FREE STATE BUSINESS PARK,39.61834835,-75.79754378,0,BALTIM,"39.61834835,-75.79754378","39.6381176,-75.8007801","39.62823298,-75.79916194"
1652897777,2,"3700 NW 107 Ave  Doral, FL 33172",276359,276359,2,2024.3,2023.4,UC,W,BRIDGE POINT DORAL BUILDING 5,BRIDGE POINT DORAL,25.8089718,-80.3718502,36,MIAMI,"25.8089718,-80.3718502","25.80912637,-80.3693814","25.80904908,-80.3706158"
1652894407,2,"7995 Bowen Rd  Palmetto, GA 30268",563193,563193,7,2024.2,2022.3,UC,W,ROOSEVELT LOGISTICS CENTER, ,33.52913,-84.65139,40,ATLANT,"33.52913,-84.65139","33.53193274,-84.64696065","33.53053137,-84.64917533"
1652823809,2,"1010 NW 72nd St  Miami, FL 33150",85376,85376,6,2024.2,2022.3,UC,W, , ,25.8401,-80.21421,30,MIAMI,"25.8401,-80.21421","25.840073,-80.21402","25.8400865,-80.214115"
1652918588,2,"6901 N Interstate 35   Denton, TX 76207",114138,114138,1,2025.1,2024.1,UC,W,BUILDING 1, ,33.2725628,-97.1791258,32,DALLAS,"33.2725628,-97.1791258","33.27304269,-97.17840332","33.27280274,-97.17876456"
1652892883,2,"201 S Clay Rd  Sunnyvale, TX 75182",316297,316297,7,2024.4,2023.1,UC,W,LANDMARK SUNNYVALE BUILDING 2, ,32.7752721,-96.5638122,36,DALLAS,"32.7752721,-96.5638122","32.77378,-96.563128","32.77452605,-96.5634701"
1652847325,2,"S Fulton Pkwy   Union City, GA 30349",800000,800000,8,2024.3,2022.2,UC,W,--streetnum is:   to   | building name is MAC V - BUILDING 2,MAJESTIC AIRPORT CENTER IV,33.6149975,-84.5677008,40,ATLANT,"33.6149975,-84.5677008","33.6196825,-84.5452795","33.61734,-84.55649015"
1652882878,2,"9695 NW 174th St  Hialeah, FL 33018",71708,19920,6,2024.2,2022.4,EX,W,BUILDING 1,MIAMI MIDWAY PARK,25.9279935,-80.3552049,32,MIAMI,"25.9279935,-80.3552049","25.93140002,-80.34855826","25.92969676,-80.35188158"
1652900811,2,"2741 Basswood Blvd  Saginaw, TX 76131",130750,130750,4,2024.2,2023.2,UC,W,BUILDING 4, ,32.8778849,-97.32135,32,FORTWO,"32.8778849,-97.32135","32.87290111,-97.32169953","32.875393,-97.32152476"
1652887425,2,"1400 Senoia   Tyrone, GA 30290",30000,17500,1,2025.1,2024.1,UC,W,74 S BUSINESS PARK - 100,74 SOUTH BUSINESS PARK,33.493502,-84.580774,24,ATLANT,"33.493502,-84.580774","33.493521,-84.580563","33.4935115,-84.5806685"
1652918765,2,"2125 Bardin Rd  Grand Prairie, TX 75052",31414,31414,2,2024.2,2023.1,UC,W, , ,32.6693349,-97.0338769,24,DALLAS,"32.6693349,-97.0338769","32.6724173,-97.03996135","32.6708761,-97.03691912"
1652926531,2,"SEC Loop 820 & N Beach St  Haltom City, TX 76137",221054,221054,1,2025.1,2024.1,UC,W,--streetnum is:   to   | building name is MERCANTILE 820 LOGISTICS PARK - BUILDING 4,MERCANTILE 820 LOGISTICS PARK,32.836012,-97.286078,36,FORTWO,"32.836012,-97.286078","32.839289,-97.2904493","32.8376505,-97.28826365"
1652907907,2,"1000 Woodley Rd  Aberdeen, MD 21001",100000,0,3,2024.2,2022.4,UC,W,THE CONTAINER STORE, ,39.485565,-76.178271,0,BALTIM,"39.485565,-76.178271","39.485565,-76.178271","39.485565,-76.178271"
1652927445,2,"1205 S County Line Rd  Plant City, FL 33566",35000,0,1,2025.1,2024.1,UC,W,1, ,28.003172,-82.056357,0,TAMPA,"28.003172,-82.056357","28.003172,-82.056357","28.003172,-82.056357"
1652920650,2,"1175 Airport Pky  Greenwood, IN 46143",33800,33800,2,2024.4,2023.4,UC,W, , ,39.6318998,-86.0929983,24,INDIAN,"39.6318998,-86.0929983","39.63147884,-86.09299642","39.63168932,-86.09299736"
1652891933,2,"842 Metromont Rd  Hiram, GA 30141",27500,27500,4,2024.4,2023.2,UC,W, , ,33.8774938,-84.7446269,22,ATLANT,"33.8774938,-84.7446269","33.87722745,-84.74515801","33.87736063,-84.74489245"
1652924778,2,"7400 NW 79th Ave  Medley, FL 33166",147278,147278,1,2024.3,2023.3,UC,W,BUILDING A,PALMETTO STATION,25.841679,-80.325001,36,MIAMI,"25.841679,-80.325001","25.841679,-80.325001","25.841679,-80.325001"
1652902375,2,"11110 Goodnight Ln  Dallas, TX 75229",142966,0,3,2024.2,2023.2,UC,W,PHASE IV- BUILDING B,CORE35,32.88411145,-96.90187432,32,DALLAS,"32.88411145,-96.90187432","32.88479507,-96.90187913","32.88445326,-96.90187672"
1652925335,2,"8004 Ridge Road   New Port Richey, FL 34653",40000,0,1,2024.2,2023.3,UC,W,#ERROR!, ,28.279818,-82.682235,0,TAMPA,"28.279818,-82.682235","28.279818,-82.682235","28.279818,-82.682235"
1652877626,2,"SWC Pleasant St. & Union Rd  Noblesville, IN 46060",23427,23427,7,2024.2,2022.2,UC,W,--streetnum is:   to   | building name is BUILDING 1, ,40.0406237,-85.9792336,0,INDIAN,"40.0406237,-85.9792336","40.0410544,-85.9762718","40.04083905,-85.9777527"
1652892432,2,"4851 E Loop 820 South   Fort Worth, TX 76119",238289,238289,3,2024.3,2023.3,UC,W,OAK CREEK DISTRIBUTION CENTER, ,32.694382,-97.233905,32,FORTWO,"32.694382,-97.233905","32.694382,-97.233905","32.694382,-97.233905"
1652924378,2,"3770 Francis Cir  Alpharetta, GA 30004",16250,0,1,2024.4,2023.2,UC,W,BUILDING 500, ,34.146663,-84.244045,0,ATLANT,"34.146663,-84.244045","34.146663,-84.244045","34.146663,-84.244045"
1652927585,2,"333 Old Bay Ln  Havre de Grace, MD 21078",48219,0,1,2024.3,2023.4,UC,W, , ,39.5325869,-76.1054231,0,BALTIM,"39.5325869,-76.1054231","39.5325869,-76.1054231","39.5325869,-76.1054231"
1652908038,2,"4010 W 104th St  Hialeah, FL 33018",506215,0,3,2024.3,2023.3,UC,W,38,PROLOGIS COUNTYLINE,25.9272441,-80.3594106,24,MIAMI,"25.9272441,-80.3594106","25.916463,-80.367316","25.92185355,-80.3633633"
1652911119,2,"9524-9532Station Blvd  Plainfield, IN 46168",263922,263922,3,2024.4,2023.2,UC,W,TERMINUS AT HOBBS STATION - BLDG 2, ,39.7039419,-86.3942136,32,INDIAN,"39.7039419,-86.3942136","39.6806123,-86.3709848","39.6922771,-86.3825992"
1652810765,2,"2250 114th St  Grand Prairie, TX 75050",41923,0,5,2024.2,2023.1,UC,W, , ,32.7887,-97.03775,24,FORTWO,"32.7887,-97.03775","32.790905,-97.039063","32.7898025,-97.0384065"
1652882875,2,"9535 NW 174th St  Hialeah, FL 33018",181051,181051,6,2024.2,2022.4,EX,W,BUILDING 4, ,25.928708,-80.3530088,32,MIAMI,"25.928708,-80.3530088","25.93140002,-80.34855826","25.93005401,-80.35078353"
1652918843,2,"4584 J D Mouser Pky  Alvarado, TX 76009",12000,12000,2,2024.3,2023.1,UC,W, , ,32.5212099,-97.15692,0,FORTWO,"32.5212099,-97.15692","32.51937888,-97.15485949","32.52029439,-97.15588974"
1652923065,2,"2917 Chesser Boyer Rd  Fort Worth, TX 76111",156866,156866,1,2024.4,2024.1,UC,W,CHESSER 35 BUILDING B, ,32.804245,-97.302801,32,FORTWO,"32.804245,-97.302801","32.804245,-97.302801","32.804245,-97.302801"
1652896624,2,"130 Dorchester Village Rd  Midway, GA 31320",276062,276062,2,2024.4,2023.3,UC,W,BUILDING 3, ,31.774425,-81.3673817,36,SAVANN,"31.774425,-81.3673817","31.76062896,-81.36794402","31.76752698,-81.36766286"
1652904905,2,"501 W Wildlife Parkway   Grand Prairie, TX 75050",305640,305640,5,2024.3,2023.1,UC,W,WILDLIFE 15,WILDLIFE COMMERCE PARK,32.776864,-97.007645,36,FORTWO,"32.776864,-97.007645","32.77781216,-97.00168049","32.77733808,-97.00466274"
1652874230,2,"8 Camp Hall Rd  Ridgeville, SC 29472",275271,275271,4,2025.1,2023.1,UC,W,CAMP HALL CAMPUS 8 BUILDING B,CAROLINA TRADEPORT,33.1504353,-80.2949213,32,CHRLTN,"33.1504353,-80.2949213","32.92594053,-80.41057703","33.03818791,-80.35274917"
1652915232,2,"125 Southwestern Blvd  Coppell, TX 75019",24620,24620,1,2024.2,2023.4,UC,W,BUILDING K,PARK WEST CROSSING - PHASE III,32.94769154,-96.99431687,0,DALLAS,"32.94769154,-96.99431687","32.94769154,-96.99431687","32.94769154,-96.99431687"
1652893226,2,"8402 NW 90th Street   Medley, FL 33166",198108,135707,3,2024.2,2023.2,EX,W,"FIRST PARK MIAMI, BUILDING 12",FIRST PARK MIAMI,25.85458529,-80.33371816,36,MIAMI,"25.85458529,-80.33371816","25.85458529,-80.33371816","25.85458529,-80.33371816"
