,geography,geographic_area_name,families_number,families_number_moe,families_percent_distribution,families_percent_distribution_moe,families_median_income,families_median_income_moe
1920,1400000US13139001606,Census Tract 16.06; Hall County; Georgia,1015,166,1015,166,72026,17831
1921,1400000US13139001607,Census Tract 16.07; Hall County; Georgia,1541,184,1541,184,108092,24309
1922,1400000US13139001609,Census Tract 16.09; Hall County; Georgia,1548,259,1548,259,143750,31882
1923,1400000US13139001610,Census Tract 16.10; Hall County; Georgia,940,152,940,152,119050,33188
1924,1400000US13139001611,Census Tract 16.11; Hall County; Georgia,1426,184,1426,184,138191,12845
1925,1400000US13139001612,Census Tract 16.12; Hall County; Georgia,898,134,898,134,116731,21551
1926,1400000US13141480300,Census Tract 4803; Hancock County; Georgia,781,164,781,164,63368,12070
1927,1400000US13141480400,Census Tract 4804; Hancock County; Georgia,882,209,882,209,41337,32029
1928,1400000US13143010100,Census Tract 101; Haralson County; Georgia,933,125,933,125,67064,23063
1929,1400000US13143010201,Census Tract 102.01; Haralson County; Georgia,890,194,890,194,77473,3397
1930,1400000US13143010202,Census Tract 102.02; Haralson County; Georgia,600,158,600,158,76400,16351
1931,1400000US13143010301,Census Tract 103.01; Haralson County; Georgia,1187,197,1187,197,86301,22665
1932,1400000US13143010303,Census Tract 103.03; Haralson County; Georgia,544,136,544,136,-,**
1933,1400000US13143010304,Census Tract 103.04; Haralson County; Georgia,1766,290,1766,290,97713,25392
1934,1400000US13143010401,Census Tract 104.01; Haralson County; Georgia,879,163,879,163,59861,13968
1935,1400000US13143010402,Census Tract 104.02; Haralson County; Georgia,1379,210,1379,210,69865,20037
1936,1400000US13145120198,Census Tract 1201.98; Harris County; Georgia,1343,220,1343,220,74946,19285
1937,1400000US13145120200,Census Tract 1202; Harris County; Georgia,948,232,948,232,80565,2197
1938,1400000US13145120301,Census Tract 1203.01; Harris County; Georgia,1016,177,1016,177,117604,23532
1939,1400000US13145120302,Census Tract 1203.02; Harris County; Georgia,1830,239,1830,239,115909,24565
1940,1400000US13145120401,Census Tract 1204.01; Harris County; Georgia,2044,274,2044,274,121857,27408
1941,1400000US13145120403,Census Tract 1204.03; Harris County; Georgia,1130,200,1130,200,125455,30944
1942,1400000US13145120404,Census Tract 1204.04; Harris County; Georgia,1176,159,1176,159,99038,6585
1943,1400000US13147960101,Census Tract 9601.01; Hart County; Georgia,371,138,371,138,100469,58595
1944,1400000US13147960102,Census Tract 9601.02; Hart County; Georgia,350,125,350,125,69572,53266
1945,1400000US13147960103,Census Tract 9601.03; Hart County; Georgia,909,173,909,173,69639,17674
1946,1400000US13147960200,Census Tract 9602; Hart County; Georgia,919,154,919,154,87358,14764
1947,1400000US13147960300,Census Tract 9603; Hart County; Georgia,821,190,821,190,78017,31081
1948,1400000US13147960401,Census Tract 9604.01; Hart County; Georgia,279,138,279,138,-,**
1949,1400000US13147960402,Census Tract 9604.02; Hart County; Georgia,1374,242,1374,242,71905,16147
1950,1400000US13147960501,Census Tract 9605.01; Hart County; Georgia,350,125,350,125,78654,16867
1951,1400000US13147960502,Census Tract 9605.02; Hart County; Georgia,406,128,406,128,82530,28310
1952,1400000US13147960503,Census Tract 9605.03; Hart County; Georgia,962,224,962,224,74091,13004
1953,1400000US13149970100,Census Tract 9701; Heard County; Georgia,1114,166,1114,166,66909,8762
1954,1400000US13149970200,Census Tract 9702; Heard County; Georgia,1035,126,1035,126,82083,12333
1955,1400000US13149970300,Census Tract 9703; Heard County; Georgia,977,179,977,179,70438,10342
1956,1400000US13151070109,Census Tract 701.09; Henry County; Georgia,847,112,847,112,74691,13245
1957,1400000US13151070113,Census Tract 701.13; Henry County; Georgia,1295,294,1295,294,59017,2662
1958,1400000US13151070114,Census Tract 701.14; Henry County; Georgia,1452,365,1452,365,52912,21349
1959,1400000US13151070115,Census Tract 701.15; Henry County; Georgia,1147,316,1147,316,80368,10351
1960,1400000US13151070116,Census Tract 701.16; Henry County; Georgia,944,252,944,252,87065,28917
1961,1400000US13151070117,Census Tract 701.17; Henry County; Georgia,1038,277,1038,277,60568,30189
1962,1400000US13151070118,Census Tract 701.18; Henry County; Georgia,628,114,628,114,79643,24251
1963,1400000US13151070119,Census Tract 701.19; Henry County; Georgia,1727,368,1727,368,66178,20298
1964,1400000US13151070120,Census Tract 701.20; Henry County; Georgia,674,210,674,210,76230,16842
1965,1400000US13151070121,Census Tract 701.21; Henry County; Georgia,1244,353,1244,353,78565,31620
1966,1400000US13151070122,Census Tract 701.22; Henry County; Georgia,620,155,620,155,135042,36708
1967,1400000US13151070123,Census Tract 701.23; Henry County; Georgia,613,228,613,228,65431,6385
1968,1400000US13151070124,Census Tract 701.24; Henry County; Georgia,1006,330,1006,330,105507,19092
1969,1400000US13151070125,Census Tract 701.25; Henry County; Georgia,694,125,694,125,76250,11610
1970,1400000US13151070126,Census Tract 701.26; Henry County; Georgia,674,155,674,155,73222,20118
1971,1400000US13151070127,Census Tract 701.27; Henry County; Georgia,863,195,863,195,66384,23449
1972,1400000US13151070128,Census Tract 701.28; Henry County; Georgia,568,169,568,169,81934,29398
1973,1400000US13151070204,Census Tract 702.04; Henry County; Georgia,1684,217,1684,217,111615,16286
1974,1400000US13151070206,Census Tract 702.06; Henry County; Georgia,1188,162,1188,162,102083,49137
1975,1400000US13151070207,Census Tract 702.07; Henry County; Georgia,713,169,713,169,166319,25515
1976,1400000US13151070208,Census Tract 702.08; Henry County; Georgia,1003,131,1003,131,154438,29463
1977,1400000US13151070209,Census Tract 702.09; Henry County; Georgia,1069,133,1069,133,109076,37687
1978,1400000US13151070210,Census Tract 702.10; Henry County; Georgia,691,62,691,62,131761,9381
1979,1400000US13151070211,Census Tract 702.11; Henry County; Georgia,1187,190,1187,190,87750,12440
1980,1400000US13151070212,Census Tract 702.12; Henry County; Georgia,666,180,666,180,62237,18655
1981,1400000US13151070213,Census Tract 702.13; Henry County; Georgia,924,340,924,340,110833,74377
1982,1400000US13151070214,Census Tract 702.14; Henry County; Georgia,1287,261,1287,261,127212,11667
1983,1400000US13151070215,Census Tract 702.15; Henry County; Georgia,412,64,412,64,139907,21865
1984,1400000US13151070216,Census Tract 702.16; Henry County; Georgia,1465,217,1465,217,140232,22820
1985,1400000US13151070307,Census Tract 703.07; Henry County; Georgia,1205,198,1205,198,108482,23692
1986,1400000US13151070310,Census Tract 703.10; Henry County; Georgia,1387,181,1387,181,91946,16420
1987,1400000US13151070312,Census Tract 703.12; Henry County; Georgia,1205,188,1205,188,76175,19666
1988,1400000US13151070313,Census Tract 703.13; Henry County; Georgia,2318,354,2318,354,116205,19750
1989,1400000US13151070314,Census Tract 703.14; Henry County; Georgia,983,154,983,154,92005,8222
1990,1400000US13151070315,Census Tract 703.15; Henry County; Georgia,1361,228,1361,228,133387,6297
1991,1400000US13151070316,Census Tract 703.16; Henry County; Georgia,601,141,601,141,128633,33682
1992,1400000US13151070317,Census Tract 703.17; Henry County; Georgia,1561,417,1561,417,70241,21594
1993,1400000US13151070318,Census Tract 703.18; Henry County; Georgia,647,134,647,134,84071,14898
1994,1400000US13151070319,Census Tract 703.19; Henry County; Georgia,1147,337,1147,337,82850,43341
1995,1400000US13151070320,Census Tract 703.20; Henry County; Georgia,768,216,768,216,82188,41916
1996,1400000US13151070321,Census Tract 703.21; Henry County; Georgia,734,182,734,182,107083,47908
1997,1400000US13151070322,Census Tract 703.22; Henry County; Georgia,1069,259,1069,259,82298,13279
1998,1400000US13151070323,Census Tract 703.23; Henry County; Georgia,811,322,811,322,34525,22511
1999,1400000US13151070324,Census Tract 703.24; Henry County; Georgia,940,168,940,168,34776,15043
2000,1400000US13151070325,Census Tract 703.25; Henry County; Georgia,471,149,471,149,89317,50860
2001,1400000US13151070405,Census Tract 704.05; Henry County; Georgia,942,235,942,235,76696,13797
2002,1400000US13151070406,Census Tract 704.06; Henry County; Georgia,1336,301,1336,301,64075,25713
2003,1400000US13151070407,Census Tract 704.07; Henry County; Georgia,1132,181,1132,181,98605,14987
2004,1400000US13151070408,Census Tract 704.08; Henry County; Georgia,1149,354,1149,354,63343,6539
2005,1400000US13151070409,Census Tract 704.09; Henry County; Georgia,1039,244,1039,244,85380,24343
2006,1400000US13151070410,Census Tract 704.10; Henry County; Georgia,1044,197,1044,197,71389,14807
2007,1400000US13151070411,Census Tract 704.11; Henry County; Georgia,1643,464,1643,464,79404,21646
2008,1400000US13151070412,Census Tract 704.12; Henry County; Georgia,1172,252,1172,252,108984,38319
2009,1400000US13151070503,Census Tract 705.03; Henry County; Georgia,1119,214,1119,214,81083,28208
2010,1400000US13151070504,Census Tract 705.04; Henry County; Georgia,425,140,425,140,73866,12720
2011,1400000US13151070505,Census Tract 705.05; Henry County; Georgia,1460,289,1460,289,84607,13055
2012,1400000US13151070506,Census Tract 705.06; Henry County; Georgia,816,193,816,193,109360,65143
2013,1400000US13151070507,Census Tract 705.07; Henry County; Georgia,541,119,541,119,94650,39222
2014,1400000US13151070508,Census Tract 705.08; Henry County; Georgia,1127,209,1127,209,128244,25402
2015,1400000US13153020106,Census Tract 201.06; Houston County; Georgia,612,112,612,112,79688,20739
2016,1400000US13153020108,Census Tract 201.08; Houston County; Georgia,1348,304,1348,304,56098,27936
2017,1400000US13153020110,Census Tract 201.10; Houston County; Georgia,577,268,577,268,56826,12648
2018,1400000US13153020111,Census Tract 201.11; Houston County; Georgia,982,208,982,208,62650,11167
2019,1400000US13153020112,Census Tract 201.12; Houston County; Georgia,1064,230,1064,230,79932,22528
2020,1400000US13153020113,Census Tract 201.13; Houston County; Georgia,1651,367,1651,367,92380,25930
2021,1400000US13153020200,Census Tract 202; Houston County; Georgia,1303,295,1303,295,75125,11470
2022,1400000US13153020301,Census Tract 203.01; Houston County; Georgia,190,70,190,70,58333,15794
2023,1400000US13153020302,Census Tract 203.02; Houston County; Georgia,1043,276,1043,276,35808,3465
2024,1400000US13153020400,Census Tract 204; Houston County; Georgia,537,108,537,108,45746,16132
2025,1400000US13153020600,Census Tract 206; Houston County; Georgia,297,88,297,88,137232,49405
2026,1400000US13153020700,Census Tract 207; Houston County; Georgia,715,193,715,193,39330,25414
2027,1400000US13153020800,Census Tract 208; Houston County; Georgia,576,135,576,135,53603,21760
2028,1400000US13153020900,Census Tract 209; Houston County; Georgia,940,142,940,142,100767,22218
2029,1400000US13153021001,Census Tract 210.01; Houston County; Georgia,876,220,876,220,72790,11834
2030,1400000US13153021002,Census Tract 210.02; Houston County; Georgia,759,173,759,173,72708,5985
2031,1400000US13153021108,Census Tract 211.08; Houston County; Georgia,2060,376,2060,376,99954,12834
2032,1400000US13153021114,Census Tract 211.14; Houston County; Georgia,2222,337,2222,337,148600,14269
2033,1400000US13153021115,Census Tract 211.15; Houston County; Georgia,2332,581,2332,581,98796,34636
2034,1400000US13153021116,Census Tract 211.16; Houston County; Georgia,900,180,900,180,66581,32622
2035,1400000US13153021117,Census Tract 211.17; Houston County; Georgia,1314,496,1314,496,128106,37900
2036,1400000US13153021118,Census Tract 211.18; Houston County; Georgia,601,145,601,145,61875,25518
2037,1400000US13153021119,Census Tract 211.19; Houston County; Georgia,1103,315,1103,315,97906,25294
2038,1400000US13153021120,Census Tract 211.20; Houston County; Georgia,1502,210,1502,210,76587,6500
2039,1400000US13153021121,Census Tract 211.21; Houston County; Georgia,820,165,820,165,103833,25446
2040,1400000US13153021122,Census Tract 211.22; Houston County; Georgia,972,398,972,398,98868,3401
2041,1400000US13153021123,Census Tract 211.23; Houston County; Georgia,2021,322,2021,322,115210,22201
2042,1400000US13153021124,Census Tract 211.24; Houston County; Georgia,1645,432,1645,432,135907,9722
2043,1400000US13153021125,Census Tract 211.25; Houston County; Georgia,1506,253,1506,253,89655,35186
2044,1400000US13153021203,Census Tract 212.03; Houston County; Georgia,1057,219,1057,219,92280,43444
2045,1400000US13153021204,Census Tract 212.04; Houston County; Georgia,2116,388,2116,388,119731,14591
2046,1400000US13153021205,Census Tract 212.05; Houston County; Georgia,1338,227,1338,227,102329,18977
2047,1400000US13153021206,Census Tract 212.06; Houston County; Georgia,565,121,565,121,61440,7074
2048,1400000US13153021300,Census Tract 213; Houston County; Georgia,931,193,931,193,79403,19993
2049,1400000US13153021401,Census Tract 214.01; Houston County; Georgia,1319,230,1319,230,58824,17702
2050,1400000US13153021402,Census Tract 214.02; Houston County; Georgia,1660,286,1660,286,97288,30081
2051,1400000US13153021501,Census Tract 215.01; Houston County; Georgia,176,64,176,64,98214,54157
2052,1400000US13153021502,Census Tract 215.02; Houston County; Georgia,831,139,831,139,148450,24914
2053,1400000US13155950100,Census Tract 9501; Irwin County; Georgia,731,162,731,162,49740,21315
2054,1400000US13155950201,Census Tract 9502.01; Irwin County; Georgia,842,190,842,190,69151,2903
2055,1400000US13155950202,Census Tract 9502.02; Irwin County; Georgia,741,193,741,193,73059,15945
2056,1400000US13157010104,Census Tract 101.04; Jackson County; Georgia,1260,169,1260,169,79714,13231
2057,1400000US13157010105,Census Tract 101.05; Jackson County; Georgia,1047,191,1047,191,102159,42393
2058,1400000US13157010106,Census Tract 101.06; Jackson County; Georgia,1080,142,1080,142,93108,11643
2059,1400000US13157010107,Census Tract 101.07; Jackson County; Georgia,1398,155,1398,155,137384,14825
2060,1400000US13157010108,Census Tract 101.08; Jackson County; Georgia,1059,237,1059,237,76250,22802
2061,1400000US13157010109,Census Tract 101.09; Jackson County; Georgia,1335,203,1335,203,121211,25084
2062,1400000US13157010200,Census Tract 102; Jackson County; Georgia,1341,189,1341,189,69536,14612
2063,1400000US13157010300,Census Tract 103; Jackson County; Georgia,1331,243,1331,243,69926,4961
2064,1400000US13157010400,Census Tract 104; Jackson County; Georgia,1430,265,1430,265,58603,18723
2065,1400000US13157010500,Census Tract 105; Jackson County; Georgia,1222,213,1222,213,68571,21793
2066,1400000US13157010601,Census Tract 106.01; Jackson County; Georgia,1254,245,1254,245,90976,14476
2067,1400000US13157010602,Census Tract 106.02; Jackson County; Georgia,1553,198,1553,198,93301,21885
2068,1400000US13157010701,Census Tract 107.01; Jackson County; Georgia,620,126,620,126,70000,18762
2069,1400000US13157010703,Census Tract 107.03; Jackson County; Georgia,1074,130,1074,130,104118,13902
2070,1400000US13157010704,Census Tract 107.04; Jackson County; Georgia,1044,143,1044,143,134324,7287
2071,1400000US13157010705,Census Tract 107.05; Jackson County; Georgia,1354,257,1354,257,102645,21847
2072,1400000US13157010706,Census Tract 107.06; Jackson County; Georgia,1148,244,1148,244,136724,57014
2073,1400000US13159010100,Census Tract 101; Jasper County; Georgia,765,138,765,138,62138,3735
2074,1400000US13159010200,Census Tract 102; Jasper County; Georgia,915,160,915,160,87986,24612
2075,1400000US13159010501,Census Tract 105.01; Jasper County; Georgia,1160,221,1160,221,52974,32407
2076,1400000US13159010502,Census Tract 105.02; Jasper County; Georgia,600,113,600,113,53238,9963
2077,1400000US13159010503,Census Tract 105.03; Jasper County; Georgia,648,119,648,119,80033,23730
2078,1400000US13161960101,Census Tract 9601.01; Jeff Davis County; Georgia,350,151,350,151,51827,14979
2079,1400000US13161960102,Census Tract 9601.02; Jeff Davis County; Georgia,1116,241,1116,241,67284,8788
2080,1400000US13161960201,Census Tract 9602.01; Jeff Davis County; Georgia,1067,200,1067,200,39089,16278
2081,1400000US13161960202,Census Tract 9602.02; Jeff Davis County; Georgia,590,179,590,179,48810,13949
2082,1400000US13161960300,Census Tract 9603; Jeff Davis County; Georgia,469,139,469,139,43224,19786
2083,1400000US13163960100,Census Tract 9601; Jefferson County; Georgia,1136,180,1136,180,53750,21699
2084,1400000US13163960200,Census Tract 9602; Jefferson County; Georgia,564,103,564,103,66346,16840
2085,1400000US13163960300,Census Tract 9603; Jefferson County; Georgia,1578,281,1578,281,56211,15814
2086,1400000US13163960400,Census Tract 9604; Jefferson County; Georgia,758,122,758,122,58750,18322
2087,1400000US13165960100,Census Tract 9601; Jenkins County; Georgia,1377,276,1377,276,41445,18992
2088,1400000US13165960200,Census Tract 9602; Jenkins County; Georgia,561,141,561,141,56525,8945
2089,1400000US13167960100,Census Tract 9601; Johnson County; Georgia,560,88,560,88,65789,13849
2090,1400000US13167960201,Census Tract 9602.01; Johnson County; Georgia,538,120,538,120,48898,14409
2091,1400000US13167960202,Census Tract 9602.02; Johnson County; Georgia,471,119,471,119,55040,33746
2092,1400000US13167960300,Census Tract 9603; Johnson County; Georgia,441,111,441,111,57477,14065
2093,1400000US13169030101,Census Tract 301.01; Jones County; Georgia,660,125,660,125,92763,11028
2094,1400000US13169030103,Census Tract 301.03; Jones County; Georgia,807,180,807,180,113499,4096
2095,1400000US13169030105,Census Tract 301.05; Jones County; Georgia,974,143,974,143,69919,24778
2096,1400000US13169030106,Census Tract 301.06; Jones County; Georgia,461,151,461,151,78207,25606
2097,1400000US13169030200,Census Tract 302; Jones County; Georgia,971,165,971,165,79788,8909
2098,1400000US13169030303,Census Tract 303.03; Jones County; Georgia,666,183,666,183,78900,40456
2099,1400000US13169030304,Census Tract 303.04; Jones County; Georgia,1022,172,1022,172,53639,13850
2100,1400000US13169030305,Census Tract 303.05; Jones County; Georgia,1191,176,1191,176,86920,21276
2101,1400000US13169030306,Census Tract 303.06; Jones County; Georgia,683,214,683,214,90486,28700
2102,1400000US13171970100,Census Tract 9701; Lamar County; Georgia,1744,265,1744,265,103026,36837
2103,1400000US13171970201,Census Tract 9702.01; Lamar County; Georgia,711,162,711,162,81875,22888
2104,1400000US13171970202,Census Tract 9702.02; Lamar County; Georgia,856,200,856,200,93354,22751
2105,1400000US13171970300,Census Tract 9703; Lamar County; Georgia,991,200,991,200,55875,15224
2106,1400000US13173950100,Census Tract 9501; Lanier County; Georgia,518,123,518,123,56288,26472
2107,1400000US13173950201,Census Tract 9502.01; Lanier County; Georgia,915,180,915,180,35089,16650
2108,1400000US13173950202,Census Tract 9502.02; Lanier County; Georgia,1136,204,1136,204,56422,16943
2109,1400000US13175950100,Census Tract 9501; Laurens County; Georgia,885,201,885,201,52095,5073
2110,1400000US13175950201,Census Tract 9502.01; Laurens County; Georgia,1305,172,1305,172,75083,10064
2111,1400000US13175950202,Census Tract 9502.02; Laurens County; Georgia,1454,214,1454,214,73125,27438
2112,1400000US13175950300,Census Tract 9503; Laurens County; Georgia,433,140,433,140,48021,22535
2113,1400000US13175950400,Census Tract 9504; Laurens County; Georgia,842,138,842,138,55204,13185
2114,1400000US13175950500,Census Tract 9505; Laurens County; Georgia,917,209,917,209,45458,24852
2115,1400000US13175950600,Census Tract 9506; Laurens County; Georgia,596,100,596,100,66974,19960
2116,1400000US13175950700,Census Tract 9507; Laurens County; Georgia,725,161,725,161,91484,38068
2117,1400000US13175950800,Census Tract 9508; Laurens County; Georgia,818,180,818,180,41809,29800
2118,1400000US13175950900,Census Tract 9509; Laurens County; Georgia,681,150,681,150,20458,10712
2119,1400000US13175951001,Census Tract 9510.01; Laurens County; Georgia,926,179,926,179,90437,40229
2120,1400000US13175951002,Census Tract 9510.02; Laurens County; Georgia,1121,182,1121,182,53203,15586
2121,1400000US13175951100,Census Tract 9511; Laurens County; Georgia,1014,193,1014,193,65100,26373
2122,1400000US13175951400,Census Tract 9514; Laurens County; Georgia,586,126,586,126,62125,19052
2123,1400000US13177020101,Census Tract 201.01; Lee County; Georgia,978,221,978,221,69052,31147
2124,1400000US13177020102,Census Tract 201.02; Lee County; Georgia,957,219,957,219,80763,20047
2125,1400000US13177020200,Census Tract 202; Lee County; Georgia,466,141,466,141,100625,27669
2126,1400000US13177020301,Census Tract 203.01; Lee County; Georgia,1201,204,1201,204,79553,23416
2127,1400000US13177020302,Census Tract 203.02; Lee County; Georgia,870,200,870,200,74583,44145
2128,1400000US13177020403,Census Tract 204.03; Lee County; Georgia,2221,281,2221,281,114236,18642
2129,1400000US13177020404,Census Tract 204.04; Lee County; Georgia,1171,209,1171,209,102593,9363
2130,1400000US13177020405,Census Tract 204.05; Lee County; Georgia,1492,265,1492,265,90000,11561
2131,1400000US13179010101,Census Tract 101.01; Liberty County; Georgia,1550,216,1550,216,47589,4242
2132,1400000US13179010102,Census Tract 101.02; Liberty County; Georgia,134,46,134,46,65167,11106
2133,1400000US13179010103,Census Tract 101.03; Liberty County; Georgia,266,87,266,87,55625,18823
2134,1400000US13179010202,Census Tract 102.02; Liberty County; Georgia,1120,168,1120,168,53979,5404
2135,1400000US13179010204,Census Tract 102.04; Liberty County; Georgia,699,181,699,181,62083,15663
2136,1400000US13179010205,Census Tract 102.05; Liberty County; Georgia,1479,253,1479,253,69736,11125
2137,1400000US13179010206,Census Tract 102.06; Liberty County; Georgia,1509,286,1509,286,67933,14302
2138,1400000US13179010207,Census Tract 102.07; Liberty County; Georgia,1608,235,1608,235,52803,12341
2139,1400000US13179010208,Census Tract 102.08; Liberty County; Georgia,1251,205,1251,205,61875,12911
2140,1400000US13179010301,Census Tract 103.01; Liberty County; Georgia,153,89,153,89,81059,6339
2141,1400000US13179010302,Census Tract 103.02; Liberty County; Georgia,1625,310,1625,310,55631,14452
2142,1400000US13179010401,Census Tract 104.01; Liberty County; Georgia,547,96,547,96,72321,33299
2143,1400000US13179010402,Census Tract 104.02; Liberty County; Georgia,1115,169,1115,169,60409,20203
2144,1400000US13179010501,Census Tract 105.01; Liberty County; Georgia,991,122,991,122,98125,31192
2145,1400000US13179010503,Census Tract 105.03; Liberty County; Georgia,728,152,728,152,69167,16470
2146,1400000US13179010504,Census Tract 105.04; Liberty County; Georgia,582,105,582,105,71875,12132
2147,1400000US13179010600,Census Tract 106; Liberty County; Georgia,505,105,505,105,63750,15401
2148,1400000US13179990000,Census Tract 9900; Liberty County; Georgia,0,14,0,14,-,**
2149,1400000US13181970100,Census Tract 9701; Lincoln County; Georgia,971,139,971,139,66583,31528
2150,1400000US13181970200,Census Tract 9702; Lincoln County; Georgia,1185,128,1185,128,62337,21052
2151,1400000US13183970101,Census Tract 9701.01; Long County; Georgia,887,229,887,229,87307,17282
2152,1400000US13183970102,Census Tract 9701.02; Long County; Georgia,1727,252,1727,252,63634,11814
2153,1400000US13183970201,Census Tract 9702.01; Long County; Georgia,491,128,491,128,66094,11174
2154,1400000US13183970202,Census Tract 9702.02; Long County; Georgia,741,224,741,224,65219,13875
2155,1400000US13183980000,Census Tract 9800; Long County; Georgia,0,14,0,14,-,**
2156,1400000US13185010101,Census Tract 101.01; Lowndes County; Georgia,1809,363,1809,363,66156,12409
2157,1400000US13185010102,Census Tract 101.02; Lowndes County; Georgia,1509,166,1509,166,80742,21563
2158,1400000US13185010103,Census Tract 101.03; Lowndes County; Georgia,1137,131,1137,131,96841,6460
2159,1400000US13185010201,Census Tract 102.01; Lowndes County; Georgia,938,188,938,188,102059,30373
2160,1400000US13185010203,Census Tract 102.03; Lowndes County; Georgia,1176,177,1176,177,85642,21862
2161,1400000US13185010204,Census Tract 102.04; Lowndes County; Georgia,2306,308,2306,308,110833,24836
2162,1400000US13185010301,Census Tract 103.01; Lowndes County; Georgia,1152,221,1152,221,93500,8105
2163,1400000US13185010302,Census Tract 103.02; Lowndes County; Georgia,758,161,758,161,101750,50656
2164,1400000US13185010401,Census Tract 104.01; Lowndes County; Georgia,314,92,314,92,100946,21370
2165,1400000US13185010403,Census Tract 104.03; Lowndes County; Georgia,633,193,633,193,41953,12029
2166,1400000US13185010404,Census Tract 104.04; Lowndes County; Georgia,1278,201,1278,201,42527,10005
2167,1400000US13185010500,Census Tract 105; Lowndes County; Georgia,937,156,937,156,34885,4330
2168,1400000US13185010601,Census Tract 106.01; Lowndes County; Georgia,1350,280,1350,280,35931,9590
2169,1400000US13185010604,Census Tract 106.04; Lowndes County; Georgia,1519,270,1519,270,97542,20801
2170,1400000US13185010700,Census Tract 107; Lowndes County; Georgia,876,131,876,131,71607,20143
2171,1400000US13185010801,Census Tract 108.01; Lowndes County; Georgia,856,190,856,190,52923,19618
2172,1400000US13185010802,Census Tract 108.02; Lowndes County; Georgia,405,114,405,114,20344,13210
2173,1400000US13185010900,Census Tract 109; Lowndes County; Georgia,375,84,375,84,38922,16288
2174,1400000US13185011000,Census Tract 110; Lowndes County; Georgia,541,135,541,135,28614,6658
2175,1400000US13185011100,Census Tract 111; Lowndes County; Georgia,413,117,413,117,101420,11917
2176,1400000US13185011200,Census Tract 112; Lowndes County; Georgia,1089,235,1089,235,74019,21628
2177,1400000US13185011301,Census Tract 113.01; Lowndes County; Georgia,650,192,650,192,26510,3086
2178,1400000US13185011302,Census Tract 113.02; Lowndes County; Georgia,240,112,240,112,28828,4008
2179,1400000US13185011401,Census Tract 114.01; Lowndes County; Georgia,650,104,650,104,105663,22201
2180,1400000US13185011402,Census Tract 114.02; Lowndes County; Georgia,318,93,318,93,66037,3927
2181,1400000US13185011404,Census Tract 114.04; Lowndes County; Georgia,773,190,773,190,57757,24738
2182,1400000US13185011405,Census Tract 114.05; Lowndes County; Georgia,1114,285,1114,285,79185,25787
2183,1400000US13185011500,Census Tract 115; Lowndes County; Georgia,1027,182,1027,182,67232,9511
2184,1400000US13185011600,Census Tract 116; Lowndes County; Georgia,1039,180,1039,180,80406,11846
2185,1400000US13187960103,Census Tract 9601.03; Lumpkin County; Georgia,735,161,735,161,77516,11440
2186,1400000US13187960104,Census Tract 9601.04; Lumpkin County; Georgia,1355,271,1355,271,100174,27497
2187,1400000US13187960105,Census Tract 9601.05; Lumpkin County; Georgia,880,273,880,273,52000,24006
2188,1400000US13187960106,Census Tract 9601.06; Lumpkin County; Georgia,959,171,959,171,91446,29281
2189,1400000US13187960203,Census Tract 9602.03; Lumpkin County; Georgia,922,189,922,189,80986,4915
2190,1400000US13187960204,Census Tract 9602.04; Lumpkin County; Georgia,565,197,565,197,72510,16911
2191,1400000US13187960205,Census Tract 9602.05; Lumpkin County; Georgia,1428,236,1428,236,91875,11639
2192,1400000US13187960206,Census Tract 9602.06; Lumpkin County; Georgia,852,123,852,123,100765,20322
2193,1400000US13189950100,Census Tract 9501; McDuffie County; Georgia,734,131,734,131,103446,20505
2194,1400000US13189950200,Census Tract 9502; McDuffie County; Georgia,1352,229,1352,229,62337,13586
2195,1400000US13189950300,Census Tract 9503; McDuffie County; Georgia,823,170,823,170,82344,34121
2196,1400000US13189950401,Census Tract 9504.01; McDuffie County; Georgia,547,157,547,157,64256,23630
2197,1400000US13189950402,Census Tract 9504.02; McDuffie County; Georgia,1057,227,1057,227,42757,18558
2198,1400000US13189950500,Census Tract 9505; McDuffie County; Georgia,1264,193,1264,193,57031,10262
2199,1400000US13191110101,Census Tract 1101.01; McIntosh County; Georgia,320,93,320,93,63846,38178
2200,1400000US13191110102,Census Tract 1101.02; McIntosh County; Georgia,208,77,208,77,76667,12533
2201,1400000US13191110103,Census Tract 1101.03; McIntosh County; Georgia,461,91,461,91,108558,31538
2202,1400000US13191110201,Census Tract 1102.01; McIntosh County; Georgia,690,217,690,217,64625,28327
2203,1400000US13191110202,Census Tract 1102.02; McIntosh County; Georgia,469,131,469,131,54351,23106
2204,1400000US13191110300,Census Tract 1103; McIntosh County; Georgia,1147,203,1147,203,54509,22377
2205,1400000US13191980000,Census Tract 9800; McIntosh County; Georgia,0,14,0,14,-,**
2206,1400000US13191990000,Census Tract 9900; McIntosh County; Georgia,0,14,0,14,-,**
2207,1400000US13193000100,Census Tract 1; Macon County; Georgia,340,81,340,81,55469,25918
2208,1400000US13193000200,Census Tract 2; Macon County; Georgia,322,87,322,87,33205,9188
2209,1400000US13193000300,Census Tract 3; Macon County; Georgia,616,121,616,121,31682,16969
2210,1400000US13193000400,Census Tract 4; Macon County; Georgia,1095,172,1095,172,60853,9730
2211,1400000US13195020100,Census Tract 201; Madison County; Georgia,1407,220,1407,220,47226,33395
2212,1400000US13195020200,Census Tract 202; Madison County; Georgia,1080,146,1080,146,71059,12166
